column,column_rel,formula,viewname
prev_interaction_audit_date_aest,incident_key,"nvl(max(interaction_audit_date_aest) over ( partition by incident_key order by audit_date_aest rows between unbounded preceding and 1 preceding ), interaction_audit_date_aest)",csa_tmp_inc_evnt_rmdy2110_v6
prev_interaction_audit_date_aest,interaction_audit_date_aest,"nvl(max(interaction_audit_date_aest) over ( partition by incident_key order by audit_date_aest rows between unbounded preceding and 1 preceding ), interaction_audit_date_aest)",csa_tmp_inc_evnt_rmdy2110_v6
prev_interaction_audit_date_aest,partition,"nvl(max(interaction_audit_date_aest) over ( partition by incident_key order by audit_date_aest rows between unbounded preceding and 1 preceding ), interaction_audit_date_aest)",csa_tmp_inc_evnt_rmdy2110_v6
prev_interaction_audit_date_local,audit_date_local,"nvl(max(interaction_audit_date_local) over ( partition by incident_key order by audit_date_local rows between unbounded preceding and 1 preceding ), interaction_audit_date_local)",csa_tmp_inc_evnt_rmdy2110_v6
prev_interaction_audit_date_local,incident_key,"nvl(max(interaction_audit_date_local) over ( partition by incident_key order by audit_date_local rows between unbounded preceding and 1 preceding ), interaction_audit_date_local)",csa_tmp_inc_evnt_rmdy2110_v6
prev_interaction_audit_date_local,interaction_audit_date_local,"nvl(max(interaction_audit_date_local) over ( partition by incident_key order by audit_date_local rows between unbounded preceding and 1 preceding ), interaction_audit_date_local)",csa_tmp_inc_evnt_rmdy2110_v6
prev_interaction_milestone,AUDIT_DATE_LOCAL,"lag(INTERACTION_MILESTONE, 1) OVER ( PARTITION BY incident_key ,interaction_milestone_null_yn ORDER BY AUDIT_DATE_LOCAL ) ",csa_tmp_inc_evnt_rmdy2110_v5
prev_interaction_milestone,incident_key,"lag(INTERACTION_MILESTONE, 1) OVER ( PARTITION BY incident_key ,interaction_milestone_null_yn ORDER BY AUDIT_DATE_LOCAL ) ",csa_tmp_inc_evnt_rmdy2110_v5
prev_interaction_milestone,INTERACTION_MILESTONE,"lag(INTERACTION_MILESTONE, 1) OVER ( PARTITION BY incident_key ,interaction_milestone_null_yn ORDER BY AUDIT_DATE_LOCAL ) ",csa_tmp_inc_evnt_rmdy2110_v5
prev_interaction_milestone,interaction_milestone_null_yn,"lag(INTERACTION_MILESTONE, 1) OVER ( PARTITION BY incident_key ,interaction_milestone_null_yn ORDER BY AUDIT_DATE_LOCAL ) ",csa_tmp_inc_evnt_rmdy2110_v5
previous_assigned_group,assigned_group_change,"lag(assigned_group_change) over ( partition by incident_key ,assigned_group_yn order by audit_date_local asc )",csa_tmp_inc_evnt_rmdy2110_v5
previous_assigned_group,assigned_group_yn,"lag(assigned_group_change) over ( partition by incident_key ,assigned_group_yn order by audit_date_local asc )",csa_tmp_inc_evnt_rmdy2110_v5
previous_assigned_group,audit_date_local,"lag(assigned_group_change) over ( partition by incident_key ,assigned_group_yn order by audit_date_local asc )",csa_tmp_inc_evnt_rmdy2110_v5
previous_assigned_group,incident_key,"lag(assigned_group_change) over ( partition by incident_key ,assigned_group_yn order by audit_date_local asc )",csa_tmp_inc_evnt_rmdy2110_v5
previous_incident_status,audit_date_local,"lag(incident_status_change) over ( partition by incident_key ,incident_status_yn order by audit_date_local asc )",csa_tmp_inc_evnt_rmdy2110_v5
previous_incident_status,incident_key,"lag(incident_status_change) over ( partition by incident_key ,incident_status_yn order by audit_date_local asc )",csa_tmp_inc_evnt_rmdy2110_v5
previous_incident_status,incident_status_change,"lag(incident_status_change) over ( partition by incident_key ,incident_status_yn order by audit_date_local asc )",csa_tmp_inc_evnt_rmdy2110_v5
previous_incident_status,incident_status_yn,"lag(incident_status_change) over ( partition by incident_key ,incident_status_yn order by audit_date_local asc )",csa_tmp_inc_evnt_rmdy2110_v5
request_id,c1,c1,t2110
res_cat_3_change,res_cat_3,"trim(regexp_replace(res_cat_3, 'resolution category tier 3:|[\(\)]', ''))",csa_tmp_inc_evnt_rmdy2110_v4
res_cat_3,res_cat_3_position,cast(case when res_cat_3_position = 0 then null else regexp_substr(log_entries '[^\n]+' case when res_cat_3_position = 0 then 1 else res_cat_3_position end 1) end,csa_tmp_inc_evnt_rmdy2110_v3
resolution_category_change,resolution_category,"trim(regexp_replace(resolution_category, '|resolution category:|[0-9]|[\(\)]', ''))",csa_tmp_inc_evnt_rmdy2110_v4
resolution_rejected_date,audit_date_local,"case when incident_status_change = 'resolved' then lead(case when (incident_reason_change = 'resolution rejected by a.s' and nvl(nbn_resrej_code_change,'<blank>') <> '<blank>') or (incident_status_change = 'resolved' and nvl(nbn_resrej_code_change,'<blank>') <> '<blank>') then audit_date_local else null end) over ( partition by incident_key order by case when incident_reason_change = 'resolution rejected by a.s' or incident_status_change = 'resolved' then audit_date_local else null end ) else null end",csa_tmp_inc_evnt_rmdy2110_v7
resolution_rejected_date,incident_key,"case when incident_status_change = 'resolved' then lead(case when (incident_reason_change = 'resolution rejected by a.s' and nvl(nbn_resrej_code_change,'<blank>') <> '<blank>') or (incident_status_change = 'resolved' and nvl(nbn_resrej_code_change,'<blank>') <> '<blank>') then audit_date_local else null end) over ( partition by incident_key order by case when incident_reason_change = 'resolution rejected by a.s' or incident_status_change = 'resolved' then audit_date_local else null end ) else null end",csa_tmp_inc_evnt_rmdy2110_v7
resolution_rejected_date,incident_reason_change,"case when incident_status_change = 'resolved' then lead(case when (incident_reason_change = 'resolution rejected by a.s' and nvl(nbn_resrej_code_change,'<blank>') <> '<blank>') or (incident_status_change = 'resolved' and nvl(nbn_resrej_code_change,'<blank>') <> '<blank>') then audit_date_local else null end) over ( partition by incident_key order by case when incident_reason_change = 'resolution rejected by a.s' or incident_status_change = 'resolved' then audit_date_local else null end ) else null end",csa_tmp_inc_evnt_rmdy2110_v7
resolution_rejected_date,incident_status_change,"case when incident_status_change = 'resolved' then lead(case when (incident_reason_change = 'resolution rejected by a.s' and nvl(nbn_resrej_code_change,'<blank>') <> '<blank>') or (incident_status_change = 'resolved' and nvl(nbn_resrej_code_change,'<blank>') <> '<blank>') then audit_date_local else null end) over ( partition by incident_key order by case when incident_reason_change = 'resolution rejected by a.s' or incident_status_change = 'resolved' then audit_date_local else null end ) else null end",csa_tmp_inc_evnt_rmdy2110_v7
resolution_rejected_date,nbn_resrej_code_change,"case when incident_status_change = 'resolved' then lead(case when (incident_reason_change = 'resolution rejected by a.s' and nvl(nbn_resrej_code_change,'<blank>') <> '<blank>') or (incident_status_change = 'resolved' and nvl(nbn_resrej_code_change,'<blank>') <> '<blank>') then audit_date_local else null end) over ( partition by incident_key order by case when incident_reason_change = 'resolution rejected by a.s' or incident_status_change = 'resolved' then audit_date_local else null end ) else null end",csa_tmp_inc_evnt_rmdy2110_v7
running_max_access_seeker_update_ts_aest,audit_date_aest,max(incident_access_seeker_update_ts_aest) over (partition by incident_key order by audit_date_aest rows between unbounded preceding and current row ),csa_tmp_inc_evnt_rmdy2110_v6
running_max_access_seeker_update_ts_aest,incident_access_seeker_update_ts_aest,max(incident_access_seeker_update_ts_aest) over (partition by incident_key order by audit_date_aest rows between unbounded preceding and current row ),csa_tmp_inc_evnt_rmdy2110_v6
running_max_access_seeker_update_ts_aest,incident_key,max(incident_access_seeker_update_ts_aest) over (partition by incident_key order by audit_date_aest rows between unbounded preceding and current row ),csa_tmp_inc_evnt_rmdy2110_v6
running_max_assigned_group_ts_local,assigned_group_change,"max(incident_assigned_group_ts_local) over ( partition by incident_key order by audit_date_aest , assigned_group_change nulls last rows between unbounded preceding and current row )",csa_tmp_inc_evnt_rmdy2110_v6
running_max_assigned_group_ts_local,audit_date_aest,"max(incident_assigned_group_ts_local) over ( partition by incident_key order by audit_date_aest , assigned_group_change nulls last rows between unbounded preceding and current row )",csa_tmp_inc_evnt_rmdy2110_v6
running_max_assigned_group_ts_local,incident_assigned_group_ts_local,"max(incident_assigned_group_ts_local) over ( partition by incident_key order by audit_date_aest , assigned_group_change nulls last rows between unbounded preceding and current row )",csa_tmp_inc_evnt_rmdy2110_v6
running_max_assigned_group_ts_local,incident_key,"max(incident_assigned_group_ts_local) over ( partition by incident_key order by audit_date_aest , assigned_group_change nulls last rows between unbounded preceding and current row )",csa_tmp_inc_evnt_rmdy2110_v6
running_max_assigned_groupd_ts_aest,assigned_group_change,"max(incident_assigned_group_ts_aest) over ( partition by incident_key order by audit_date_aest,assigned_group_change nulls last rows between unbounded preceding and current row )",csa_tmp_inc_evnt_rmdy2110_v6
running_max_assigned_groupd_ts_aest,audit_date_aest,"max(incident_assigned_group_ts_aest) over ( partition by incident_key order by audit_date_aest,assigned_group_change nulls last rows between unbounded preceding and current row )",csa_tmp_inc_evnt_rmdy2110_v6
running_max_assigned_groupd_ts_aest,incident_assigned_group_ts_aest,"max(incident_assigned_group_ts_aest) over ( partition by incident_key order by audit_date_aest,assigned_group_change nulls last rows between unbounded preceding and current row )",csa_tmp_inc_evnt_rmdy2110_v6
running_max_assigned_groupd_ts_aest,incident_key,"max(incident_assigned_group_ts_aest) over ( partition by incident_key order by audit_date_aest,assigned_group_change nulls last rows between unbounded preceding and current row )",csa_tmp_inc_evnt_rmdy2110_v6
running_max_resolution_rejected_update_ts_aest,AUDIT_DATE_aest,ase when incident_status_change = 'Resolved' then lead(AUDIT_DATE_aest ) over (partition by incident_key order by case when incident_reason_change = 'Resolution Rejected By A.S' or incident_status_change = 'Resolved' then AUDIT_DATE_aest else null end nulls first ) else MAX(Incident_Resolution_Rejected_ts_AEST) OVER (PARTITION BY Incident_key ORDER BY audit_date_aest rows between unbounded preceding and current row) end ,0
running_max_resolution_rejected_update_ts_aest,audit_date_aest,ase when incident_status_change = 'Resolved' then lead(AUDIT_DATE_aest ) over (partition by incident_key order by case when incident_reason_change = 'Resolution Rejected By A.S' or incident_status_change = 'Resolved' then AUDIT_DATE_aest else null end nulls first ) else MAX(Incident_Resolution_Rejected_ts_AEST) OVER (PARTITION BY Incident_key ORDER BY audit_date_aest rows between unbounded preceding and current row) end ,0
running_max_resolution_rejected_update_ts_aest,incident_key,ase when incident_status_change = 'Resolved' then lead(AUDIT_DATE_aest ) over (partition by incident_key order by case when incident_reason_change = 'Resolution Rejected By A.S' or incident_status_change = 'Resolved' then AUDIT_DATE_aest else null end nulls first ) else MAX(Incident_Resolution_Rejected_ts_AEST) OVER (PARTITION BY Incident_key ORDER BY audit_date_aest rows between unbounded preceding and current row) end ,0
running_max_resolution_rejected_update_ts_aest,Incident_key,ase when incident_status_change = 'Resolved' then lead(AUDIT_DATE_aest ) over (partition by incident_key order by case when incident_reason_change = 'Resolution Rejected By A.S' or incident_status_change = 'Resolved' then AUDIT_DATE_aest else null end nulls first ) else MAX(Incident_Resolution_Rejected_ts_AEST) OVER (PARTITION BY Incident_key ORDER BY audit_date_aest rows between unbounded preceding and current row) end ,0
running_max_resolution_rejected_update_ts_aest,incident_reason_change,ase when incident_status_change = 'Resolved' then lead(AUDIT_DATE_aest ) over (partition by incident_key order by case when incident_reason_change = 'Resolution Rejected By A.S' or incident_status_change = 'Resolved' then AUDIT_DATE_aest else null end nulls first ) else MAX(Incident_Resolution_Rejected_ts_AEST) OVER (PARTITION BY Incident_key ORDER BY audit_date_aest rows between unbounded preceding and current row) end ,0
running_max_resolution_rejected_update_ts_aest,Incident_Resolution_Rejected_ts_AEST,ase when incident_status_change = 'Resolved' then lead(AUDIT_DATE_aest ) over (partition by incident_key order by case when incident_reason_change = 'Resolution Rejected By A.S' or incident_status_change = 'Resolved' then AUDIT_DATE_aest else null end nulls first ) else MAX(Incident_Resolution_Rejected_ts_AEST) OVER (PARTITION BY Incident_key ORDER BY audit_date_aest rows between unbounded preceding and current row) end ,0
running_max_resolution_rejected_update_ts_aest,incident_status_change,ase when incident_status_change = 'Resolved' then lead(AUDIT_DATE_aest ) over (partition by incident_key order by case when incident_reason_change = 'Resolution Rejected By A.S' or incident_status_change = 'Resolved' then AUDIT_DATE_aest else null end nulls first ) else MAX(Incident_Resolution_Rejected_ts_AEST) OVER (PARTITION BY Incident_key ORDER BY audit_date_aest rows between unbounded preceding and current row) end ,0
running_max_resolved_ts_aest,audit_date_aest,max(incident_resolved_ts_aest) over ( partition by incident_key order by audit_date_aest rows between unbounded preceding and current row ),csa_tmp_inc_evnt_rmdy2110_v6
running_max_resolved_ts_aest,incident_key,max(incident_resolved_ts_aest) over ( partition by incident_key order by audit_date_aest rows between unbounded preceding and current row ),csa_tmp_inc_evnt_rmdy2110_v6
running_max_resolved_ts_aest,incident_resolved_ts_aest,max(incident_resolved_ts_aest) over ( partition by incident_key order by audit_date_aest rows between unbounded preceding and current row ),csa_tmp_inc_evnt_rmdy2110_v6
running_max_resolved_ts_local,audit_date_aest,max(incident_resolved_ts_local) over ( partition by incident_key order by audit_date_aest rows between unbounded preceding and current row ),csa_tmp_inc_evnt_rmdy2110_v6
running_max_resolved_ts_local,incident_key,max(incident_resolved_ts_local) over ( partition by incident_key order by audit_date_aest rows between unbounded preceding and current row ),csa_tmp_inc_evnt_rmdy2110_v6
running_max_resolved_ts_local,incident_resolved_ts_local,max(incident_resolved_ts_local) over ( partition by incident_key order by audit_date_aest rows between unbounded preceding and current row ),csa_tmp_inc_evnt_rmdy2110_v6
running_max_status_ts_aest,audit_date_aest,"max(incident_status_ts_aest) over ( partition by incident_key order by audit_date_aest,incident_status_change desc nulls last rows between unbounded preceding and current row )",csa_tmp_inc_evnt_rmdy2110_v6
running_max_status_ts_aest,incident_key,"max(incident_status_ts_aest) over ( partition by incident_key order by audit_date_aest,incident_status_change desc nulls last rows between unbounded preceding and current row )",csa_tmp_inc_evnt_rmdy2110_v6
running_max_status_ts_aest,incident_status_change,"max(incident_status_ts_aest) over ( partition by incident_key order by audit_date_aest,incident_status_change desc nulls last rows between unbounded preceding and current row )",csa_tmp_inc_evnt_rmdy2110_v6
running_max_status_ts_aest,incident_status_ts_aest,"max(incident_status_ts_aest) over ( partition by incident_key order by audit_date_aest,incident_status_change desc nulls last rows between unbounded preceding and current row )",csa_tmp_inc_evnt_rmdy2110_v6
running_max_status_ts_local,audit_date_aest,"max(incident_status_ts_local) over ( partition by incident_key order by audit_date_aest, incident_status_change desc nulls last rows between unbounded preceding and current row )",csa_tmp_inc_evnt_rmdy2110_v6
running_max_status_ts_local,incident_key,"max(incident_status_ts_local) over ( partition by incident_key order by audit_date_aest, incident_status_change desc nulls last rows between unbounded preceding and current row )",csa_tmp_inc_evnt_rmdy2110_v6
running_max_status_ts_local,incident_status_change,"max(incident_status_ts_local) over ( partition by incident_key order by audit_date_aest, incident_status_change desc nulls last rows between unbounded preceding and current row )",csa_tmp_inc_evnt_rmdy2110_v6
running_max_status_ts_local,incident_status_ts_local,"max(incident_status_ts_local) over ( partition by incident_key order by audit_date_aest, incident_status_change desc nulls last rows between unbounded preceding and current row )",csa_tmp_inc_evnt_rmdy2110_v6
site_id,,source table,gns_vwfm_agentadherencetotal_v
sitename,,source table,gns_vwfm_agentadherencetotal_v
team_id,,source table,gns_vwfm_agentadherencetotal_v
teamname,,source table,gns_vwfm_agentadherencetotal_v
user_x,c455,c455,t2110
inc evnt status check seq,incident_status_check_seq,target table,csa_inc_evnt_rmdy2110_t
incident key,incident_key,target table,csa_inc_evnt_rmdy2110_t
inc evnt primary key,primary_key,target table,csa_inc_evnt_rmdy2110_t
inc evnt number id,incident_number_id,target table,csa_inc_evnt_rmdy2110_t
inc evnt request id,request_id,target table,csa_inc_evnt_rmdy2110_t
inc evnt start ts,audit_date_local,target table,csa_inc_evnt_rmdy2110_t
inc evnt start ts aest,audit_date_aest,target table,csa_inc_evnt_rmdy2110_t
inc evnt start ts utc,audit_date_utc,target table,csa_inc_evnt_rmdy2110_t
inc evnt user x,user_x,target table,csa_inc_evnt_rmdy2110_t
inc evnt reason change,incident_reason_change,target table,csa_inc_evnt_rmdy2110_t
inc evnt industry status change,incident_industry_status_change,target table,csa_inc_evnt_rmdy2110_t
inc evnt status change,incident_status_change,target table,csa_inc_evnt_rmdy2110_t
inc evnt assigned group change,assigned_group_change,target table,csa_inc_evnt_rmdy2110_t
inc evnt assignee change,assignee_change,target table,csa_inc_evnt_rmdy2110_t
inc evnt resolution category change,resolution_category_change,target table,csa_inc_evnt_rmdy2110_t
inc evnt industry sub status change,industry_sub_status_change,target table,csa_inc_evnt_rmdy2110_t
inc evnt assigned support company change,assigned_support_company_change,target table,csa_inc_evnt_rmdy2110_t
inc evnt status,incident_status,target table,csa_inc_evnt_rmdy2110_t
inc evnt assigned group,assigned_group,target table,csa_inc_evnt_rmdy2110_t
inc evnt assigned support company,assigned_support_company,target table,csa_inc_evnt_rmdy2110_t
previous inc evnt status,previous_incident_status,target table,csa_inc_evnt_rmdy2110_t
inc evnt previous assigned group,previous_assigned_group,target table,csa_inc_evnt_rmdy2110_t
inc evnt otd milestone,otd_milestone,target table,csa_inc_evnt_rmdy2110_t
inc evnt otd pended ts aest,incident_pended_ts_aest,target table,csa_inc_evnt_rmdy2110_t
inc evnt otd resolved ts aest,incident_resolved_ts_aest,target table,csa_inc_evnt_rmdy2110_t
inc evnt otd dispatched ts aest,incident_dispatched_ts_aest,target table,csa_inc_evnt_rmdy2110_t
inc evnt otd pended ts,incident_pended_ts_local,target table,csa_inc_evnt_rmdy2110_t
inc evnt otd resolved ts,incident_resolved_ts_local,target table,csa_inc_evnt_rmdy2110_t
inc evnt otd dispatched ts,incident_dispatched_ts_local,target table,csa_inc_evnt_rmdy2110_t
inc evnt otd access seeker update ts aest,incident_access_seeker_update_ts_aest,target table,csa_inc_evnt_rmdy2110_t
inc evnt otd resolution rejected ts aest,incident_resolution_rejected_ts_aest,target table,csa_inc_evnt_rmdy2110_t
inc evnt otd closed ts aest,incident_closed_ts_aest,target table,csa_inc_evnt_rmdy2110_t
inc evnt otd closed ts,incident_closed_ts_local,target table,csa_inc_evnt_rmdy2110_t
inc evnt otd closed ts utc,incident_closed_ts_utc,target table,csa_inc_evnt_rmdy2110_t
inc evnt otd run max access seeker update ts aest,running_max_access_seeker_update_ts_aest,target table,csa_inc_evnt_rmdy2110_t
inc evnt otd run max resolved ts aest,running_max_resolved_ts_aest,target table,csa_inc_evnt_rmdy2110_t
inc evnt otd run max resolved ts local,running_max_resolved_ts_local,target table,csa_inc_evnt_rmdy2110_t
inc evnt otd run max resolution rejected update ts aest,running_max_resolution_rejected_update_ts_aest,target table,csa_inc_evnt_rmdy2110_t
inc evnt interaction milestone,interaction_milestone,target table,csa_inc_evnt_rmdy2110_t
inc evnt end ts,next_audit_date_local_ts,target table,csa_inc_evnt_rmdy2110_t
inc evnt end aest ts,next_audit_date_aest_ts,target table,csa_inc_evnt_rmdy2110_t
inc evnt next status ts,next_status_ts,target table,csa_inc_evnt_rmdy2110_t
inc evnt next assigned group ts,next_assigned_group_ts,target table,csa_inc_evnt_rmdy2110_t
inc evnt interaction sequence type,interaction_sequence_type,target table,csa_inc_evnt_rmdy2110_t
inc envt interaction sequence,interaction_sequence,target table,csa_inc_evnt_rmdy2110_t
inc evnt previous interaction ts,prev_interaction_audit_date_local,target table,csa_inc_evnt_rmdy2110_t
inc evnt kaizen l2 process,kaizen_l2_process_test,target table,csa_inc_evnt_rmdy2110_t
inc evnt kaizen l2 process new,kaizen_l2_process_new,target table,csa_inc_evnt_rmdy2110_t
inc evnt previous interaction milestone,prev_interaction_milestone,target table,csa_inc_evnt_rmdy2110_t
inc evnt resolution category tier 3 change,res_cat_3_change,target table,csa_inc_evnt_rmdy2110_t
inc evnt resolution category tier 3,res_cat_3,target table,csa_inc_evnt_rmdy2110_t
inc evnt access seeker pending reason,nbn_as_req_change,target table,csa_inc_evnt_rmdy2110_t
inc evnt rejected ts local,resolution_rejected_date,target table,csa_inc_evnt_rmdy2110_t
inc evnt assignee,assignee,target table,csa_inc_evnt_rmdy2110_t
inc evnt assignee change date,assignee_change_date,target table,csa_inc_evnt_rmdy2110_t
inc evnt incident status aest ts,incident_status_ts_aest,target table,csa_inc_evnt_rmdy2110_t
inc evnt incident status local ts,incident_status_ts_local,target table,csa_inc_evnt_rmdy2110_t
inc evnt assigned group aest ts,incident_assigned_group_ts_aest,target table,csa_inc_evnt_rmdy2110_t
inc evnt assigned group local ts,incident_assigned_group_ts_local,target table,csa_inc_evnt_rmdy2110_t
inc evnt run max status aest ts,running_max_status_ts_aest,target table,csa_inc_evnt_rmdy2110_t
inc evnt run max status local ts,running_max_status_ts_local,target table,csa_inc_evnt_rmdy2110_t
inc evnt run max assigned group aest ts,running_max_assigned_groupd_ts_aest,target table,csa_inc_evnt_rmdy2110_t
inc evnt run max assigned group local ts,running_max_assigned_group_ts_local,target table,csa_inc_evnt_rmdy2110_t
inc evnt resolution rejection code,nbn_resrej_code_change,target table,csa_inc_evnt_rmdy2110_t
inc evnt resolution rejection reason,nbn_resrej_reason_change,target table,csa_inc_evnt_rmdy2110_t
inc evnt resolution rejection decline code,nbn_resrej_decline_code_change,target table,csa_inc_evnt_rmdy2110_t
inc evnt resolution rejection decline reason,nbn_resrej_decline_reason_change,target table,csa_inc_evnt_rmdy2110_t
inc evnt resolution rejection comment,nbn_resrej_comment_change,target table,csa_inc_evnt_rmdy2110_t
inc evnt resolution rejection decline comment,nbn_resrejdecline_comment_change,target table,csa_inc_evnt_rmdy2110_t
inc evnt accepted ts aest,incident_accepted_ts_aest,target table,csa_inc_evnt_rmdy2110_t
inc evnt accepted ts local,incident_accepted_ts_local,target table,csa_inc_evnt_rmdy2110_t
inc evnt next resolution rejection decline reason,next_nbn_resrej_decline_reason_change,target table,csa_inc_evnt_rmdy2110_t
inc evnt next resolution rejection decline code,next_nbn_resrej_decline_code_change,target table,csa_inc_evnt_rmdy2110_t
inc evnt next resolution rejection decline comment,next_nbn_resrejdecline_comment_change,target table,csa_inc_evnt_rmdy2110_t
inc evnt next resolution rejection decline ts local,next_rejection_decline_ts_local,target table,csa_inc_evnt_rmdy2110_t
inc evnt next resolution rejection decline user,next_rejection_decline_user_x,target table,csa_inc_evnt_rmdy2110_t
inc evnt next resolution rejection accept ts,next_rejection_accept_ts_local,target table,csa_inc_evnt_rmdy2110_t
inc evnt next resolution rejection accept user,next_rejection_accept_user_x,target table,csa_inc_evnt_rmdy2110_t
inc evnt end user engagement type change,nbn_enduser_engagement_type_change,target table,csa_inc_evnt_rmdy2110_t
inc evnt previous interaction ts aest,prev_interaction_audit_date_aest,target table,csa_inc_evnt_rmdy2110_t
inc evnt resolution rejection accept reason,nbn_resrej_accept_reason_change,target table,csa_inc_evnt_rmdy2110_t
inc evnt next resolution rejection accepted/declined by,next_resolution_rejection_accept_decline_by,target table,csa_inc_evnt_rmdy2110_t
gns accepted/declined by agent id,agent_id,target table,csa_inc_evnt_rmdy2110_t
gns accepted/declined by agent name,agentname,target table,csa_inc_evnt_rmdy2110_t
gns accepted/declined by site id,site_id,target table,csa_inc_evnt_rmdy2110_t
gns accepted/declined by site name,sitename,target table,csa_inc_evnt_rmdy2110_t
gns accepted/declined by team id,team_id,target table,csa_inc_evnt_rmdy2110_t
gns accepted/declined by team name,teamname,target table,csa_inc_evnt_rmdy2110_t
inc evnt nbn reason code,nbn_reason_code,target table,csa_inc_evnt_rmdy2110_t
action,c454,source table,t2110
audit_date,c452,source table,t2110
create_date,c3,source table,t2110
fields_changed,c456,source table,t2110
form_name,c457,source table,t2110
guid_field,c458,source table,t2110
last_modified_by,c5,source table,t2110
log_entries,c459,source table,t2110
log_key_1,c460,source table,t2110
modified_date,c6,source table,t2110
original_request_id,c450,source table,t2110
request_id,c1,source table,t2110
short_description,c8,source table,t2110
status,c7,source table,t2110
submitter,c2,source table,t2110
user_x,c455,source table,t2110
next_field_resrej_comment_position,fields_changed,"case when regexp_instr(fields_changed, 'nbn_resolution rejection comment') =0 then 1 else regexp_instr(fields_changed, 'nbn_resolution rejection comment') +length('nbn_resolution rejection comment')+1 end",csa_tmp_inc_evnt_rmdy2110_v1
next_field_resrej_comment_position,fields_changed,"case when regexp_instr(fields_changed, 'nbn_resolution rejection decline comment') =0 then 1 else regexp_instr(fields_changed, 'nbn_resolution rejection decline comment') +length('nbn_resolution rejection decline comment')+1 end `",csa_tmp_inc_evnt_rmdy2110_v1
incident_reason_position,log_entries,regexp_instr(log_entries 'status_reason' 1),csa_tmp_inc_evnt_rmdy2110_v2
industry_status_position,log_entries,regexp_instr(log_entries 'industry status' 1),csa_tmp_inc_evnt_rmdy2110_v2
assigned_group_position,log_entries,regexp_instr(log_entries 'assigned group'),csa_tmp_inc_evnt_rmdy2110_v2
industry_sub_status_position,log_entries,regexp_instr(log_entries 'industry sub status'),csa_tmp_inc_evnt_rmdy2110_v2
assignee_position,log_entries,regexp_instr(log_entries 'assignee'),csa_tmp_inc_evnt_rmdy2110_v2
resolution_category_position,log_entries,regexp_instr(log_entries 'resolution category:'),csa_tmp_inc_evnt_rmdy2110_v2
assigned_support_company_position,log_entries,regexp_instr(log_entries 'assigned support company'),csa_tmp_inc_evnt_rmdy2110_v2
last_resolved_date_position,log_entries,regexp_instr(log_entries 'last resolved date'),csa_tmp_inc_evnt_rmdy2110_v2
res_cat_3_position,log_entries,regexp_instr(log_entries 'resolution category tier 3:'),csa_tmp_inc_evnt_rmdy2110_v2
nbn_as_req_position,log_entries,regexp_instr(log_entries 'nbn_as request description:'),csa_tmp_inc_evnt_rmdy2110_v2
nbn_reason_code_position,log_entries,regexp_instr(log_entries 'nbn_reason code:'),csa_tmp_inc_evnt_rmdy2110_v2
status_position,log_entries,case when substring(log_entries 1 7) = 'status:' then regexp_instr(log_entries 'status:' 1) else regexp_instr(log_entries chr(10) || 'status:' 1) end,csa_tmp_inc_evnt_rmdy2110_v2
nbn_resrejectioncode_position,log_entries,regexp_instr(log_entries 'nbn_resolutionrejectioncode'),csa_tmp_inc_evnt_rmdy2110_v2
nbn_resrejectionreason_position,log_entries,regexp_instr(log_entries 'nbn_resolution rejection reason'),csa_tmp_inc_evnt_rmdy2110_v2
nbn_resrejectiondeclinecode_position,log_entries,regexp_instr(log_entries 'nbn_resolutionrejectiondeclinecode'),csa_tmp_inc_evnt_rmdy2110_v2
nbn_resrejdeclinereason_position,log_entries,regexp_instr(log_entries 'nbn_resolution rejection decline reason'),csa_tmp_inc_evnt_rmdy2110_v2
nbn_resrej_comment_position,log_entries,regexp_instr(log_entries 'nbn_resolution rejection comment'),csa_tmp_inc_evnt_rmdy2110_v2
nbn_resrejdecline_comment_position,log_entries,regexp_instr(log_entries 'nbn_resolution rejection decline comment'),csa_tmp_inc_evnt_rmdy2110_v2
nbn_enduser_engagement_type_position,log_entries,regexp_instr(log_entries 'nbn_end user engagement type'),csa_tmp_inc_evnt_rmdy2110_v2
nbn_resrejacceptreason_position,log_entries,regexp_instr(log_entries 'nbn_resolutionrejectionacceptreason'),csa_tmp_inc_evnt_rmdy2110_v2
end_position_resrej_comment,next_field_name_resrej_comment,case when next_field_name_resrej_comment is null then 0 else position(next_field_name_resrej_comment in log_entries ) end,csa_tmp_inc_evnt_rmdy2110_v2
end_position_resrej_comment,log_entries,case when next_field_name_resrej_comment is null then 0 else position(next_field_name_resrej_comment in log_entries ) end,csa_tmp_inc_evnt_rmdy2110_v2
end_position_resrej_decline_comment,next_field_name_resrej_decline_comment,case when next_field_name_resrej_decline_comment is null then 0 else position (next_field_name_resrej_decline_comment in log_entries ) end,csa_tmp_inc_evnt_rmdy2110_v2
end_position_resrej_decline_comment,log_entries,case when next_field_name_resrej_decline_comment is null then 0 else position (next_field_name_resrej_decline_comment in log_entries ) end,csa_tmp_inc_evnt_rmdy2110_v2
incident_reason,incident_reason_positioin,cast(case when incident_reason_position = 0 then null else regexp_substr(log_entries '[^\n]+' case when incident_reason_position = 0 then 1 else incident_reason_position end 1) end,csa_tmp_inc_evnt_rmdy2110_v3
incident_reason,log_entries,,
